RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,statefips,region_tag
91940,0,77449,zip,TX,TX,,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,
91982,1,77494,zip,TX,TX,,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,48,
93144,2,79936,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,48,el-paso-tx-79936
62080,3,11368,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11368
62093,4,11385,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11385
95992,5,90011,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-90011
84630,6,60629,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60629
91733,7,77084,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,houston-tx-77084
96361,8,91331,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-91331
96193,9,90650,zip,CA,CA,Norwalk,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,norwalk-ca-90650
61148,10,8701,zip,NJ,NJ,Lakewood,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,34,lakewood-nj-8701
62046,11,11236,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11236
96083,12,90201,zip,CA,CA,Bell,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,bell-ca-90201
96816,13,92335,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,fontana-ca-92335
62019,14,11208,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11208
61807,15,10467,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10467
62037,16,11226,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11226
92593,17,78660,zip,TX,TX,Pflugerville,"Austin-Round Rock-Georgetown, TX",Travis County,48,pflugerville-tx-78660
96882,18,92503,zip,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,6,riverside-ca-92503
96107,19,90250,zip,CA,CA,Hawthorne,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,hawthorne-ca-90250
96025,20,90044,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-90044
96239,21,90805,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,long-beach-ca-90805
96125,22,90280,zip,CA,CA,South Gate,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,south-gate-ca-90280
97223,23,93307,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,6,bakersfield-ca-93307
96368,24,91342,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-91342
96990,25,92683,zip,CA,CA,Westminster,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,westminster-ca-92683
96817,26,92336,zip,CA,CA,Fontana,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,fontana-ca-92336
62085,27,11373,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11373
84620,28,60618,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60618
97771,29,94565,zip,CA,CA,Pittsburg,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,6,pittsburg-ca-94565
62044,30,11234,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11234
62031,31,11220,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11220
92481,32,78521,zip,TX,TX,Brownsville,"Brownsville-Harlingen, TX",Cameron County,48,brownsville-tx-78521
84639,33,60639,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60639
90654,34,75052,zip,TX,TX,Grand Prairie,"Dallas-Fort Worth-Arlington, TX",Dallas County,48,grand-prairie-tx-75052
62018,35,11207,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11207
91926,36,77433,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,cypress-tx-77433
62025,37,11214,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11214
70829,38,30044,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,13,lawrenceville-ga-30044
61639,39,10025,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,36,new-york-ny-10025
96546,40,91911,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6,chula-vista-ca-91911
61796,41,10456,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10456
61790,42,10314,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,36,new-york-ny-10314
91968,43,77479,zip,TX,TX,Sugar Land,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,48,sugar-land-tx-77479
62030,44,11219,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11219
74101,45,37013,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,47,nashville-tn-37013
84646,46,60647,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60647
84633,47,60632,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60632
97023,48,92804,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,anaheim-ca-92804
96690,49,92154,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6,san-diego-ca-92154
92036,50,77573,zip,TX,TX,League City,"Houston-The Woodlands-Sugar Land, TX",Galveston County,48,league-city-tx-77573
62032,51,11221,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11221
91922,52,77429,zip,TX,TX,Cypress,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,cypress-tx-77429
97970,53,95076,zip,CA,CA,Watsonville,"Santa Cruz-Watsonville, CA",Santa Cruz County,6,watsonville-ca-95076
97004,54,92704,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,santa-ana-ca-92704
96468,55,91710,zip,CA,CA,Chino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,chino-ca-91710
97104,56,93033,zip,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,6,oxnard-ca-93033
90769,57,75217,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,48,dallas-tx-75217
61798,58,10458,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10458
70828,59,30043,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,13,lawrenceville-ga-30043
97567,60,94112,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,6,san-francisco-ca-94112
92045,61,77584,zip,TX,TX,Pearland,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,48,pearland-tx-77584
96846,62,92376,zip,CA,CA,Rialto,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,rialto-ca-92376
95315,63,87121,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,35,albuquerque-nm-87121
84693,64,60804,zip,IL,IL,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,cicero-il-60804
70810,65,30024,zip,GA,GA,Suwanee,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,13,suwanee-ga-30024
96488,66,91744,zip,CA,CA,Valinda,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,valinda-ca-91744
62045,67,11235,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11235
62034,68,11223,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11223
84625,69,60623,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60623
96825,70,92345,zip,CA,CA,Hesperia,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,hesperia-ca-92345
62088,71,11377,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11377
98432,72,95823,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,6,sacramento-ca-95823
62017,73,11206,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11206
96934,74,92592,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,6,temecula-ca-92592
91889,75,77379,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,spring-tx-77379
84619,76,60617,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60617
97431,77,93722,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,6,fresno-ca-93722
74126,78,37042,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,47,clarksville-tn-37042
97940,79,95035,zip,CA,CA,Milpitas,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,6,milpitas-ca-95035
73221,80,34787,zip,FL,FL,Winter Garden,"Orlando-Kissimmee-Sanford, FL",Orange County,12,winter-garden-fl-34787
96888,81,92509,zip,CA,CA,Jurupa Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,6,jurupa-valley-ca-92509
96364,82,91335,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-91335
61793,83,10453,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10453
62039,84,11229,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11229
100179,85,99301,zip,WA,WA,Pasco,"Kennewick-Richland, WA",Franklin County,53,pasco-wa-99301
62067,86,11355,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11355
84627,87,60625,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60625
92598,88,78666,zip,TX,TX,San Marcos,"Austin-Round Rock-Georgetown, TX",Hays County,48,san-marcos-tx-78666
92515,89,78572,zip,TX,TX,Mission,"McAllen-Edinburg-Mission, TX",Hidalgo County,48,mission-tx-78572
97189,90,93257,zip,CA,CA,Porterville,"Visalia, CA",Tulare County,6,porterville-ca-93257
97751,91,94544,zip,CA,CA,Hayward,"San Francisco-Oakland-Berkeley, CA",Alameda County,6,hayward-ca-94544
62015,92,11204,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11204
67182,93,22193,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,51,woodbridge-va-22193
90764,94,75211,zip,TX,TX,Cockrell Hill,"Dallas-Fort Worth-Arlington, TX",Dallas County,48,cockrell-hill-tx-75211
92271,95,78130,zip,TX,TX,New Braunfels,"San Antonio-New Braunfels, TX",Comal County,48,new-braunfels-tx-78130
72362,96,33024,zip,FL,FL,Pembroke Pines,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,12,pembroke-pines-fl-33024
62040,97,11230,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11230
98325,98,95630,zip,CA,CA,Folsom,"Sacramento-Roseville-Folsom, CA",Sacramento County,6,folsom-ca-95630
93146,99,79938,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,48,el-paso-tx-79938
62043,100,11233,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11233
93123,101,79912,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,48,el-paso-tx-79912
92576,102,78641,zip,TX,TX,Leander,"Austin-Round Rock-Georgetown, TX",Williamson County,48,leander-tx-78641
61808,103,10468,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10468
61797,104,10457,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10457
96465,105,91706,zip,CA,CA,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,baldwin-park-ca-91706
96208,106,90706,zip,CA,CA,Bellflower,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,bellflower-ca-90706
92551,107,78613,zip,TX,TX,Cedar Park,"Austin-Round Rock-Georgetown, TX",Williamson County,48,cedar-park-tx-78613
399727,108,78542,zip,TX,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County,48,edinburg-tx-78542
61792,109,10452,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10452
92341,110,78245,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,48,san-antonio-tx-78245
84610,111,60608,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60608
96467,112,91709,zip,CA,CA,Chino Hills,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,chino-hills-ca-91709
95984,113,90003,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-90003
99500,114,98012,zip,WA,WA,Bothell,"Seattle-Tacoma-Bellevue, WA",Snohomish County,53,bothell-wa-98012
61802,115,10462,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10462
91732,116,77083,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,houston-tx-77083
69816,117,28269,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,37,charlotte-nc-28269
92520,118,78577,zip,TX,TX,Pharr,"McAllen-Edinburg-Mission, TX",Hidalgo County,48,pharr-tx-78577
67732,119,23464,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,51,virginia-beach-va-23464
87074,120,66062,zip,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,20,olathe-ks-66062
84635,121,60634,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60634
61643,122,10029,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,36,new-york-ny-10029
97075,123,92882,zip,CA,CA,Corona,"Riverside-San Bernardino-Ontario, CA",Riverside County,6,corona-ca-92882
91221,124,76063,zip,TX,TX,Mansfield,"Dallas-Fort Worth-Arlington, TX",Tarrant County,48,mansfield-tx-76063
62029,125,11218,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11218
61809,126,10469,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10469
69431,126,27587,zip,NC,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,37,wake-forest-nc-27587
69450,128,27610,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,37,raleigh-nc-27610
61806,129,10466,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10466
90780,130,75228,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,48,dallas-tx-75228
97328,131,93550,zip,CA,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,palmdale-ca-93550
97202,132,93274,zip,CA,CA,Tulare,"Visalia, CA",Tulare County,6,tulare-ca-93274
72530,133,33311,zip,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,12,fort-lauderdale-fl-33311
96911,134,92553,zip,CA,CA,Moreno Valley,"Riverside-San Bernardino-Ontario, CA",Riverside County,6,moreno-valley-ca-92553
98848,135,96706,zip,HI,HI,Ewa Beach,"Urban Honolulu, HI",Honolulu County,15,ewa-beach-hi-96706
86026,136,63376,zip,MO,MO,Saint Peters,"St. Louis, MO-IL",Saint Charles County,29,saint-peters-mo-63376
94940,137,85364,zip,AZ,AZ,Yuma,"Yuma, AZ",Yuma County,4,yuma-az-85364
62014,138,11203,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11203
96110,139,90255,zip,CA,CA,Huntington Park,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,huntington-park-ca-90255
62023,140,11212,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11212
61616,141,10002,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,36,new-york-ny-10002
97740,142,94533,zip,CA,CA,Fairfield,"Vallejo, CA",Solano County,6,fairfield-ca-94533
74242,143,37211,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,47,nashville-tn-37211
97721,144,94513,zip,CA,CA,Brentwood,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,6,brentwood-ca-94513
72361,145,33023,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,12,miramar-fl-33023
90612,146,75002,zip,TX,TX,Allen,"Dallas-Fort Worth-Arlington, TX",Collin County,48,allen-tx-75002
69823,147,28277,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,37,charlotte-nc-28277
97003,148,92703,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,santa-ana-ca-92703
72578,149,33411,zip,FL,FL,,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,12,
72350,150,33012,zip,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,12,hialeah-fl-33012
96545,151,91910,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6,chula-vista-ca-91910
97565,152,94110,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,6,san-francisco-ca-94110
95804,153,89108,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,32,las-vegas-nv-89108
96667,154,92126,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6,san-diego-ca-92126
97318,155,93535,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,lancaster-ca-93535
98930,156,96797,zip,HI,HI,Waipahu,"Urban Honolulu, HI",Honolulu County,15,waipahu-hi-96797
97745,157,94538,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,6,fremont-ca-94538
62087,158,11375,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11375
65787,159,19120,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,42,philadelphia-pa-19120
78823,160,47906,zip,IN,IN,West Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,18,west-lafayette-in-47906
97792,161,94587,zip,CA,CA,Union City,"San Francisco-Oakland-Berkeley, CA",Alameda County,6,union-city-ca-94587
91685,162,77036,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,houston-tx-77036
96918,163,92563,zip,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,6,murrieta-ca-92563
72363,164,33025,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,12,miramar-fl-33025
97743,165,94536,zip,CA,CA,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,6,fremont-ca-94536
97435,166,93727,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,6,fresno-ca-93727
91325,167,76244,zip,TX,TX,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,48,fort-worth-tx-76244
96647,168,92105,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6,san-diego-ca-92105
94748,169,85032,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,4,phoenix-az-85032
71067,170,30349,zip,GA,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,13,
84616,171,60614,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60614
97764,172,94558,zip,CA,CA,Napa,"Napa, CA",Napa County,6,napa-ca-94558
69672,173,28027,zip,NC,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,37,concord-nc-28027
70825,174,30040,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,13,cumming-ga-30040
77400,175,45011,zip,OH,OH,Hamilton,"Cincinnati, OH-KY-IN",Butler County,39,hamilton-oh-45011
66705,176,20906,zip,MD,MD,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,24,silver-spring-md-20906
97118,177,93065,zip,CA,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,6,simi-valley-ca-93065
93203,178,80013,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,8,aurora-co-80013
61803,179,10463,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10463
73233,180,34953,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,12,port-saint-lucie-fl-34953
72737,181,33647,zip,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,12,tampa-fl-33647
91744,182,77095,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,houston-tx-77095
72488,183,33186,zip,FL,FL,The Crossings,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,12,the-crossings-fl-33186
95806,184,89110,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,32,las-vegas-nv-89110
96590,185,92021,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6,el-cajon-ca-92021
70904,186,30127,zip,GA,GA,Powder Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,13,powder-springs-ga-30127
97167,187,93230,zip,CA,CA,Hanford,"Hanford-Corcoran, CA",Kings County,6,hanford-ca-93230
70808,188,30022,zip,GA,GA,Johns Creek,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,13,johns-creek-ga-30022
84654,189,60657,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60657
65791,190,19124,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,42,philadelphia-pa-19124
96506,191,91766,zip,CA,CA,Pomona,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,pomona-ca-91766
96113,192,90262,zip,CA,CA,Lynwood,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,lynwood-ca-90262
417444,193,85142,zip,AZ,AZ,Queen Creek,"Phoenix-Mesa-Chandler, AZ",Maricopa County,4,queen-creek-az-85142
96477,194,91730,zip,CA,CA,Rancho Cucamonga,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,6,rancho-cucamonga-ca-91730
84541,195,60505,zip,IL,IL,Aurora,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,17,aurora-il-60505
62026,196,11215,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,36,new-york-ny-11215
60565,197,7055,zip,NJ,NJ,Passaic,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,34,passaic-nj-7055
89925,198,73099,zip,OK,OK,Yukon,"Oklahoma City, OK",Canadian County,40,yukon-ok-73099
97020,199,92801,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,anaheim-ca-92801
96411,200,91402,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-91402
66135,201,20011,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,11,washington-dc-20011
84622,202,60620,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,17,chicago-il-60620
97319,203,93536,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,lancaster-ca-93536
70835,204,30052,zip,GA,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,13,loganville-ga-30052
61812,205,10472,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,36,new-york-ny-10472
62190,206,11706,zip,NY,NY,Bay Shore,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,36,bay-shore-ny-11706
96186,207,90631,zip,CA,CA,La Habra,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,la-habra-ca-90631
93205,208,80015,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO",Arapahoe County,8,centennial-co-80015
97222,209,93306,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,6,bakersfield-ca-93306
94820,210,85225,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,4,chandler-az-85225
84340,211,60085,zip,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,17,waukegan-il-60085
70832,212,30047,zip,GA,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,13,lilburn-ga-30047
62179,213,11691,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,36,new-york-ny-11691
95770,214,89031,zip,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,32,north-las-vegas-nv-89031
97024,215,92805,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,6,anaheim-ca-92805
90638,216,75035,zip,TX,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Collin County,48,frisco-tx-75035
96007,217,90026,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,6,los-angeles-ca-90026
90665,218,75067,zip,TX,TX,Lewisville,"Dallas-Fort Worth-Arlington, TX",Denton County,48,lewisville-tx-75067
71005,219,30281,zip,GA,GA,Stockbridge,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,13,stockbridge-ga-30281
91941,220,77450,zip,TX,TX,,"Houston-The Woodlands-Sugar Land, TX",Harris County,48,
98378,220,95687,zip,CA,CA,Vacaville,"Vallejo, CA",Solano County,6,vacaville-ca-95687
