None,indicator_id
0,ZSFH
1,ZCON
2,ZATT
3,ZALL
4,ZABT
5,Z5BR
6,Z4BR
7,Z3BR
8,Z2BR
9,Z1BR
10,SSSW
11,SSSM
12,SSAW
13,SSAM
14,SRSW
15,SRSM
16,SRAW
17,SRAM
18,SASW
19,SASM
20,SAAW
21,SAAM
22,RSSA
23,RSNA
24,NSAW
25,NSAM
26,NRAW
27,NRAM
28,MSAW
29,MSAM
30,MRAW
31,MRAM
32,LSSW
33,LSSM
34,LSAW
35,LSAM
36,LRSW
37,LRSM
38,LRAW
39,LRAM
40,ISSW
41,ISSM
42,ISAW
43,ISAM
44,IRSW
45,IRSM
46,IRAW
47,IRAM
48,CSSW
49,CSSM
50,CSAW
51,CSAM
52,CRSW
53,CRSM
54,CRAW
55,CRAM
