Population,MedianIncome,RegionName,year,state_fip,_last_synced_
52670,57214,32792,2020,12,2023-12-02 16:48:56
20903,76103,32829,2020,12,2023-12-02 16:48:56
33869,72981,32904,2020,12,2023-12-02 16:48:56
46911,55322,32907,2020,12,2023-12-02 16:48:56
19957,53750,32966,2020,12,2023-12-02 16:48:56
29057,53395,32958,2020,12,2023-12-02 16:48:56
22974,44648,32960,2020,12,2023-12-02 16:48:56
28809,66485,32221,2020,12,2023-12-02 16:48:56
53414,74712,32225,2020,12,2023-12-02 16:48:56
61190,54770,32244,2020,12,2023-12-02 16:48:56
27054,76548,32937,2020,12,2023-12-02 16:48:56
34239,48469,32807,2020,12,2023-12-02 16:48:56
49073,52992,32303,2020,12,2023-12-02 16:48:56
29688,70660,32327,2020,12,2023-12-02 16:48:56
45456,53902,34743,2020,12,2023-12-02 16:48:56
45749,72069,34761,2020,12,2023-12-02 16:48:56
44005,57495,34983,2020,12,2023-12-02 16:48:56
20564,62186,34736,2020,12,2023-12-02 16:48:56
24615,83782,32223,2020,12,2023-12-02 16:48:56
24635,51334,34471,2020,12,2023-12-02 16:48:56
21173,58189,34480,2020,12,2023-12-02 16:48:56
44192,71199,34655,2020,12,2023-12-02 16:48:56
22703,69861,34677,2020,12,2023-12-02 16:48:56
61189,75015,34711,2020,12,2023-12-02 16:48:56
25524,47805,34769,2020,12,2023-12-02 16:48:56
20129,74346,34117,2020,12,2023-12-02 16:48:56
23970,85477,34219,2020,12,2023-12-02 16:48:56
35486,69075,34232,2020,12,2023-12-02 16:48:56
31700,64853,34243,2020,12,2023-12-02 16:48:56
18117,56234,34285,2020,12,2023-12-02 16:48:56
43988,70357,34293,2020,12,2023-12-02 16:48:56
43317,47419,34952,2020,12,2023-12-02 16:48:56
28354,66782,34986,2020,12,2023-12-02 16:48:56
36327,50786,34608,2020,12,2023-12-02 16:48:56
26562,76144,34109,2020,12,2023-12-02 16:48:56
72636,63483,34953,2020,12,2023-12-02 16:48:56
32762,56096,34231,2020,12,2023-12-02 16:48:56
19700,61246,34286,2020,12,2023-12-02 16:48:56
48452,37262,34668,2020,12,2023-12-02 16:48:56
33699,70375,34683,2020,12,2023-12-02 16:48:56
44155,55733,34758,2020,12,2023-12-02 16:48:56
22900,55982,34957,2020,12,2023-12-02 16:48:56
30138,99219,34990,2020,12,2023-12-02 16:48:56
29728,88723,34639,2020,12,2023-12-02 16:48:56
25182,51036,34654,2020,12,2023-12-02 16:48:56
46725,58635,34746,2020,12,2023-12-02 16:48:56
46044,103163,34786,2020,12,2023-12-02 16:48:56
42463,53207,32935,2020,12,2023-12-02 16:48:56
20771,82111,32803,2020,12,2023-12-02 16:48:56
39905,40594,32811,2020,12,2023-12-02 16:48:56
37484,60917,32526,2020,12,2023-12-02 16:48:56
29024,75985,32533,2020,12,2023-12-02 16:48:56
30357,56597,32539,2020,12,2023-12-02 16:48:56
35407,81727,33073,2020,12,2023-12-02 16:48:56
39420,70983,33134,2020,12,2023-12-02 16:48:56
30450,56239,33145,2020,12,2023-12-02 16:48:56
33223,126688,33156,2020,12,2023-12-02 16:48:56
23623,71224,33811,2020,12,2023-12-02 16:48:56
39704,50660,33160,2020,12,2023-12-02 16:48:56
36673,60616,33183,2020,12,2023-12-02 16:48:56
75705,40684,33311,2020,12,2023-12-02 16:48:56
32586,93333,33326,2020,12,2023-12-02 16:48:56
34774,56937,33351,2020,12,2023-12-02 16:48:56
26653,64608,33406,2020,12,2023-12-02 16:48:56
43566,67202,33428,2020,12,2023-12-02 16:48:56
21017,77952,33432,2020,12,2023-12-02 16:48:56
32848,41561,33460,2020,12,2023-12-02 16:48:56
13051,48882,33868,2020,12,2023-12-02 16:48:56
22664,36619,33870,2020,12,2023-12-02 16:48:56
22616,48710,33903,2020,12,2023-12-02 16:48:56
30270,47441,33917,2020,12,2023-12-02 16:48:56
23620,66088,33991,2020,12,2023-12-02 16:48:56
19239,57232,33761,2020,12,2023-12-02 16:48:56
26265,43692,33781,2020,12,2023-12-02 16:48:56
26232,86649,33913,2020,12,2023-12-02 16:48:56
23679,112459,33556,2020,12,2023-12-02 16:48:56
27006,54970,33584,2020,12,2023-12-02 16:48:56
40309,44192,33604,2020,12,2023-12-02 16:48:56
28544,68245,33618,2020,12,2023-12-02 16:48:56
17919,50518,33637,2020,12,2023-12-02 16:48:56
19414,51875,32141,2020,12,2023-12-02 16:48:56
49642,57835,32164,2020,12,2023-12-02 16:48:56
28284,54692,32168,2020,12,2023-12-02 16:48:56
50886,42589,33126,2020,12,2023-12-02 16:48:56
33938,45040,33130,2020,12,2023-12-02 16:48:56
20558,102862,33131,2020,12,2023-12-02 16:48:56
21045,40217,32401,2020,12,2023-12-02 16:48:56
33163,54708,32503,2020,12,2023-12-02 16:48:56
35905,69451,32571,2020,12,2023-12-02 16:48:56
50431,50786,32608,2020,12,2023-12-02 16:48:56
18695,84471,32804,2020,12,2023-12-02 16:48:56
37106,55387,32707,2020,12,2023-12-02 16:48:56
48987,80336,32712,2020,12,2023-12-02 16:48:56
33485,56118,32720,2020,12,2023-12-02 16:48:56
46727,59548,32738,2020,12,2023-12-02 16:48:56
57030,67453,32771,2020,12,2023-12-02 16:48:56
31090,48089,32773,2020,12,2023-12-02 16:48:56
60450,39187,32808,2020,12,2023-12-02 16:48:56
30100,45205,32809,2020,12,2023-12-02 16:48:56
27849,76118,32819,2020,12,2023-12-02 16:48:56
47867,57480,32835,2020,12,2023-12-02 16:48:56
23410,44056,32905,2020,12,2023-12-02 16:48:56
41165,83848,32566,2020,12,2023-12-02 16:48:56
46816,89609,32746,2020,12,2023-12-02 16:48:56
29359,94718,32832,2020,12,2023-12-02 16:48:56
50780,63143,32837,2020,12,2023-12-02 16:48:56
44659,66753,33155,2020,12,2023-12-02 16:48:56
54497,65005,33165,2020,12,2023-12-02 16:48:56
19987,46289,33763,2020,12,2023-12-02 16:48:56
35743,38730,33030,2020,12,2023-12-02 16:48:56
59942,52740,33064,2020,12,2023-12-02 16:48:56
39433,90849,33071,2020,12,2023-12-02 16:48:56
38488,56227,33139,2020,12,2023-12-02 16:48:56
38442,52913,33141,2020,12,2023-12-02 16:48:56
31637,30311,33150,2020,12,2023-12-02 16:48:56
25097,60645,33166,2020,12,2023-12-02 16:48:56
22618,45879,33167,2020,12,2023-12-02 16:48:56
53934,74246,33176,2020,12,2023-12-02 16:48:56
56862,61341,33177,2020,12,2023-12-02 16:48:56
52885,75907,33178,2020,12,2023-12-02 16:48:56
32136,78234,33180,2020,12,2023-12-02 16:48:56
30485,58138,33919,2020,12,2023-12-02 16:48:56
42153,48450,33014,2020,12,2023-12-02 16:48:56
67952,58972,33015,2020,12,2023-12-02 16:48:56
50269,47929,33016,2020,12,2023-12-02 16:48:56
32882,79741,33026,2020,12,2023-12-02 16:48:56
38509,46914,33055,2020,12,2023-12-02 16:48:56
36822,48204,33056,2020,12,2023-12-02 16:48:56
35712,53767,33823,2020,12,2023-12-02 16:48:56
20839,41713,33852,2020,12,2023-12-02 16:48:56
22907,41352,33901,2020,12,2023-12-02 16:48:56
31388,50695,33904,2020,12,2023-12-02 16:48:56
26013,37743,33916,2020,12,2023-12-02 16:48:56
23948,58560,33950,2020,12,2023-12-02 16:48:56
28101,55548,33971,2020,12,2023-12-02 16:48:56
35396,61019,33990,2020,12,2023-12-02 16:48:56
29328,78348,33993,2020,12,2023-12-02 16:48:56
32469,70541,33173,2020,12,2023-12-02 16:48:56
35938,50387,33174,2020,12,2023-12-02 16:48:56
18381,87848,33187,2020,12,2023-12-02 16:48:56
49083,67779,33193,2020,12,2023-12-02 16:48:56
52073,59878,33032,2020,12,2023-12-02 16:48:56
38248,53551,32810,2020,12,2023-12-02 16:48:56
61027,48478,32818,2020,12,2023-12-02 16:48:56
27344,64940,32927,2020,12,2023-12-02 16:48:56
3883,59205,34773,2020,12,2023-12-02 16:48:57
37555,60267,34785,2020,12,2023-12-02 16:48:57
10816,71547,34987,2020,12,2023-12-02 16:48:57
11287,69248,34996,2020,12,2023-12-02 16:48:57
3016,75833,34737,2020,12,2023-12-02 16:48:57
7643,111653,34242,2020,12,2023-12-02 16:48:57
8116,40582,34431,2020,12,2023-12-02 16:48:57
6998,56232,34433,2020,12,2023-12-02 16:48:57
8233,49769,34434,2020,12,2023-12-02 16:48:57
17878,48271,34446,2020,12,2023-12-02 16:48:57
16652,47099,34465,2020,12,2023-12-02 16:48:57
3361,39050,34484,2020,12,2023-12-02 16:48:57
14022,47226,34669,2020,12,2023-12-02 16:48:57
589,48472,34681,2020,12,2023-12-02 16:48:57
17856,62694,34114,2020,12,2023-12-02 16:48:57
4529,79773,34734,2020,12,2023-12-02 16:48:57
14269,58879,34235,2020,12,2023-12-02 16:48:57
10140,45119,34448,2020,12,2023-12-02 16:48:57
12793,43798,34432,2020,12,2023-12-02 16:48:57
11074,38600,34450,2020,12,2023-12-02 16:48:57
12154,45598,34461,2020,12,2023-12-02 16:48:57
3010,54135,34705,2020,12,2023-12-02 16:48:57
551,82361,34739,2020,12,2023-12-02 16:48:57
16799,50621,34210,2020,12,2023-12-02 16:48:57
633,27444,34215,2020,12,2023-12-02 16:48:57
1092,80865,34216,2020,12,2023-12-02 16:48:57
18500,55797,34223,2020,12,2023-12-02 16:48:57
15178,59010,34239,2020,12,2023-12-02 16:48:57
15860,71894,33602,2020,12,2023-12-02 16:48:57
18303,53611,33759,2020,12,2023-12-02 16:48:57
8542,67134,33762,2020,12,2023-12-02 16:48:57
17290,59305,33773,2020,12,2023-12-02 16:48:57
7451,48287,33834,2020,12,2023-12-02 16:48:57
4552,38889,33838,2020,12,2023-12-02 16:48:57
4057,50603,33922,2020,12,2023-12-02 16:48:57
10984,64742,33931,2020,12,2023-12-02 16:48:57
13461,50018,33980,2020,12,2023-12-02 16:48:57
9530,58120,33050,2020,12,2023-12-02 16:48:57
5393,51250,32130,2020,12,2023-12-02 16:48:57
3841,65250,32009,2020,12,2023-12-02 16:48:57
13910,63203,32011,2020,12,2023-12-02 16:48:57
13495,63728,32063,2020,12,2023-12-02 16:48:57
6541,65211,32087,2020,12,2023-12-02 16:48:57
15026,41633,32091,2020,12,2023-12-02 16:48:57
7712,36716,32134,2020,12,2023-12-02 16:48:57
16118,31526,32206,2020,12,2023-12-02 16:48:57
16595,44116,33973,2020,12,2023-12-02 16:48:57
19304,51669,33974,2020,12,2023-12-02 16:48:57
4035,52665,32320,2020,12,2023-12-02 16:48:57
1709,44097,32346,2020,12,2023-12-02 16:48:57
10615,59302,32046,2020,12,2023-12-02 16:48:57
11802,54931,32054,2020,12,2023-12-02 16:48:57
7843,31463,32179,2020,12,2023-12-02 16:48:57
2696,41000,32181,2020,12,2023-12-02 16:48:57
12703,68526,32220,2020,12,2023-12-02 16:48:57
6534,36461,32321,2020,12,2023-12-02 16:48:57
4858,32500,32324,2020,12,2023-12-02 16:48:57
3682,48478,32328,2020,12,2023-12-02 16:48:57
743,41429,32330,2020,12,2023-12-02 16:48:57
1103,26220,32332,2020,12,2023-12-02 16:48:57
1799,45758,32334,2020,12,2023-12-02 16:48:57
17807,40084,32428,2020,12,2023-12-02 16:48:57
935,33548,32430,2020,12,2023-12-02 16:48:57
10545,68076,32439,2020,12,2023-12-02 16:48:57
3291,40717,32442,2020,12,2023-12-02 16:48:57
3405,34318,32443,2020,12,2023-12-02 16:48:57
7429,41571,32465,2020,12,2023-12-02 16:48:57
9913,56789,32409,2020,12,2023-12-02 16:48:57
18160,85652,32459,2020,12,2023-12-02 16:48:57
6124,39712,32460,2020,12,2023-12-02 16:48:57
5128,52378,32531,2020,12,2023-12-02 16:48:57
10296,95906,32561,2020,12,2023-12-02 16:48:57
4793,57436,32565,2020,12,2023-12-02 16:48:57
13669,63580,32615,2020,12,2023-12-02 16:48:57
4768,42377,32617,2020,12,2023-12-02 16:48:57
14363,63333,32653,2020,12,2023-12-02 16:48:57
10428,41935,32680,2020,12,2023-12-02 16:48:57
11997,40060,32693,2020,12,2023-12-02 16:48:57
8372,52708,32136,2020,12,2023-12-02 16:48:57
969,29054,32193,2020,12,2023-12-02 16:48:57
3291,39007,32195,2020,12,2023-12-02 16:48:57
8450,60155,32040,2020,12,2023-12-02 16:48:57
2263,39000,32044,2020,12,2023-12-02 16:48:57
7342,33038,32112,2020,12,2023-12-02 16:48:57
1575,48036,32140,2020,12,2023-12-02 16:48:57
5683,36855,32535,2020,12,2023-12-02 16:48:57
13254,51778,33170,2020,12,2023-12-02 16:48:57
10447,80694,33316,2020,12,2023-12-02 16:48:57
5274,38700,33890,2020,12,2023-12-02 16:48:57
11976,46776,33843,2020,12,2023-12-02 16:48:57
12789,58832,32569,2020,12,2023-12-02 16:48:57
4978,71600,32577,2020,12,2023-12-02 16:48:57
7096,18116,32603,2020,12,2023-12-02 16:48:57
5540,47233,32619,2020,12,2023-12-02 16:48:57
399,54545,32648,2020,12,2023-12-02 16:48:57
4133,55861,32735,2020,12,2023-12-02 16:48:57
3043,75882,32764,2020,12,2023-12-02 16:48:57
15383,126643,32963,2020,12,2023-12-02 16:48:57
1414,39125,32350,2020,12,2023-12-02 16:48:57
2263,40909,32420,2020,12,2023-12-02 16:48:57
7643,39102,32424,2020,12,2023-12-02 16:48:57
4138,41637,32455,2020,12,2023-12-02 16:48:57
14759,50690,32534,2020,12,2023-12-02 16:48:57
3835,31421,32462,2020,12,2023-12-02 16:48:57
4927,56219,32466,2020,12,2023-12-02 16:48:57
3325,53125,32567,2020,12,2023-12-02 16:48:57
12955,162175,33149,2020,12,2023-12-02 16:48:57
17252,63938,33190,2020,12,2023-12-02 16:48:57
13490,78367,33315,2020,12,2023-12-02 16:48:57
14848,83985,33469,2020,12,2023-12-02 16:48:57
7061,39243,33471,2020,12,2023-12-02 16:48:57
16234,42780,33004,2020,12,2023-12-02 16:48:57
1710,31827,33857,2020,12,2023-12-02 16:48:57
9455,55610,33947,2020,12,2023-12-02 16:48:57
17382,52493,33066,2020,12,2023-12-02 16:48:57
9126,35601,33540,2020,12,2023-12-02 16:48:57
16484,94386,33182,2020,12,2023-12-02 16:48:57
523,91899,33051,2020,12,2023-12-02 16:48:57
11783,128712,33449,2020,12,2023-12-02 16:48:57
11868,122069,33473,2020,12,2023-12-02 16:48:57
7335,125521,33548,2020,12,2023-12-02 16:48:57
13478,79076,33812,2020,12,2023-12-02 16:48:57
366,48929,33854,2020,12,2023-12-02 16:48:57
0,-666666666,33855,2020,12,2023-12-02 16:48:57
10987,48345,33859,2020,12,2023-12-02 16:48:57
148,36250,33867,2020,12,2023-12-02 16:48:57
10787,57410,33875,2020,12,2023-12-02 16:48:57
5808,51193,33876,2020,12,2023-12-02 16:48:57
22769,56419,33897,2020,12,2023-12-02 16:48:57
9576,67757,33966,2020,12,2023-12-02 16:48:57
13394,38375,33873,2020,12,2023-12-02 16:48:57
947,100804,33921,2020,12,2023-12-02 16:48:57
181,-666666666,33924,2020,12,2023-12-02 16:48:57
13982,42304,33513,2020,12,2023-12-02 16:48:57
5371,38231,33538,2020,12,2023-12-02 16:48:57
15373,64274,33616,2020,12,2023-12-02 16:48:57
390,228304,33109,2020,12,2023-12-02 16:48:57
12111,139317,33332,2020,12,2023-12-02 16:48:57
18132,71490,33549,2020,12,2023-12-02 16:48:57
1568,94688,33786,2020,12,2023-12-02 16:48:57
9876,61683,33954,2020,12,2023-12-02 16:48:57
10732,81164,32169,2020,12,2023-12-02 16:48:57
5184,54612,32180,2020,12,2023-12-02 16:48:57
1454,36318,32187,2020,12,2023-12-02 16:48:57
1310,52462,32190,2020,12,2023-12-02 16:48:57
12760,53469,32219,2020,12,2023-12-02 16:48:57
5341,39967,32113,2020,12,2023-12-02 16:48:57
16313,40838,32055,2020,12,2023-12-02 16:48:57
7455,51886,32066,2020,12,2023-12-02 16:48:57
3559,47540,32071,2020,12,2023-12-02 16:48:57
8537,37599,32110,2020,12,2023-12-02 16:48:57
6589,71042,32124,2020,12,2023-12-02 16:48:57
8439,46808,34429,2020,12,2023-12-02 16:48:57
8666,45041,34607,2020,12,2023-12-02 16:48:57
15222,83882,34241,2020,12,2023-12-02 16:48:57
186,-666666666,34661,2020,12,2023-12-02 16:48:57
5265,53611,34945,2020,12,2023-12-02 16:48:57
15265,37804,32310,2020,12,2023-12-02 16:48:57
4687,39542,32331,2020,12,2023-12-02 16:48:57
1144,32005,32336,2020,12,2023-12-02 16:48:57
340,60404,32355,2020,12,2023-12-02 16:48:57
14821,50196,32176,2020,12,2023-12-02 16:48:57
7779,84017,34688,2020,12,2023-12-02 16:48:57
4924,69702,32580,2020,12,2023-12-02 16:48:57
5144,48530,32668,2020,12,2023-12-02 16:48:57
1028,39760,32139,2020,12,2023-12-02 16:48:57
5788,47180,32145,2020,12,2023-12-02 16:48:57
10766,36224,32148,2020,12,2023-12-02 16:48:57
16896,47965,34951,2020,12,2023-12-02 16:48:57
10195,43527,34956,2020,12,2023-12-02 16:48:57
6014,55933,34753,2020,12,2023-12-02 16:48:57
13384,80761,34236,2020,12,2023-12-02 16:48:57
15090,68765,34292,2020,12,2023-12-02 16:48:57
18592,46383,34420,2020,12,2023-12-02 16:48:57
12538,46216,34452,2020,12,2023-12-02 16:48:57
17358,51325,34474,2020,12,2023-12-02 16:48:57
8320,61549,34602,2020,12,2023-12-02 16:48:57
11930,95654,34102,2020,12,2023-12-02 16:48:57
13457,71880,32669,2020,12,2023-12-02 16:48:57
1601,57150,32709,2020,12,2023-12-02 16:48:57
8727,42523,32052,2020,12,2023-12-02 16:48:57
4728,42382,32058,2020,12,2023-12-02 16:48:57
10639,37896,32038,2020,12,2023-12-02 16:48:57
2507,41831,32059,2020,12,2023-12-02 16:48:57
2081,45395,32102,2020,12,2023-12-02 16:48:57
17492,43385,32118,2020,12,2023-12-02 16:48:57
7954,41724,32132,2020,12,2023-12-02 16:48:57
7507,47513,32204,2020,12,2023-12-02 16:48:57
113,-666666666,32323,2020,12,2023-12-02 16:48:57
7240,53344,32347,2020,12,2023-12-02 16:48:57
19463,57202,32408,2020,12,2023-12-02 16:48:57
10869,56250,32784,2020,12,2023-12-02 16:48:57
4793,37377,32421,2020,12,2023-12-02 16:48:57
19459,47311,32433,2020,12,2023-12-02 16:48:57
3842,38878,32438,2020,12,2023-12-02 16:48:57
10745,47554,32446,2020,12,2023-12-02 16:48:57
751,-666666666,32449,2020,12,2023-12-02 16:48:57
13155,76846,32095,2020,12,2023-12-02 16:48:57
2870,41629,32096,2020,12,2023-12-02 16:48:57
8583,35345,32626,2020,12,2023-12-02 16:48:57
11453,57404,32643,2020,12,2023-12-02 16:48:57
14538,54631,32656,2020,12,2023-12-02 16:48:57
379,51196,32664,2020,12,2023-12-02 16:48:57
6620,56544,32666,2020,12,2023-12-02 16:48:57
16415,118395,32766,2020,12,2023-12-02 16:48:57
2583,51399,32798,2020,12,2023-12-02 16:48:57
6594,42312,32948,2020,12,2023-12-02 16:48:57
8113,57872,32456,2020,12,2023-12-02 16:48:57
2832,69643,32564,2020,12,2023-12-02 16:48:57
2806,58295,32568,2020,12,2023-12-02 16:48:57
10796,84375,32579,2020,12,2023-12-02 16:48:57
5377,38500,32628,2020,12,2023-12-02 16:48:57
4422,83400,32950,2020,12,2023-12-02 16:48:57
14705,79811,32968,2020,12,2023-12-02 16:48:57
18298,81106,32934,2020,12,2023-12-02 16:48:57
4771,67031,32033,2020,12,2023-12-02 16:48:57
6929,44505,32064,2020,12,2023-12-02 16:48:57
16914,124821,32081,2020,12,2023-12-02 16:48:57
14636,91574,32317,2020,12,2023-12-02 16:48:57
12980,38963,32348,2020,12,2023-12-02 16:48:57
6030,41250,32352,2020,12,2023-12-02 16:48:57
7039,45650,32435,2020,12,2023-12-02 16:48:57
16,-666666666,32461,2020,12,2023-12-02 16:48:57
3483,52737,32502,2020,12,2023-12-02 16:48:57
8310,70842,32550,2020,12,2023-12-02 16:48:57
27807,79157,32563,2020,12,2023-12-02 16:48:57
298,59013,32631,2020,12,2023-12-02 16:48:57
8405,98750,32814,2020,12,2023-12-02 16:48:57
4558,50000,32131,2020,12,2023-12-02 16:48:57
16258,36126,32641,2020,12,2023-12-02 16:48:57
3640,47536,32464,2020,12,2023-12-02 16:48:57
4135,64683,32667,2020,12,2023-12-02 16:48:57
7214,95819,32266,2020,12,2023-12-02 16:48:57
217,-666666666,34140,2020,12,2023-12-02 16:48:57
10897,127000,34211,2020,12,2023-12-02 16:48:57
5272,45015,34269,2020,12,2023-12-02 16:48:57
11973,60990,34288,2020,12,2023-12-02 16:48:57
4097,100181,34289,2020,12,2023-12-02 16:48:57
6165,55615,34291,2020,12,2023-12-02 16:48:57
16404,76277,33706,2020,12,2023-12-02 16:48:57
8010,93877,33715,2020,12,2023-12-02 16:48:57
5501,73786,33785,2020,12,2023-12-02 16:48:57
8757,106402,33194,2020,12,2023-12-02 16:48:57
12976,72451,33305,2020,12,2023-12-02 16:48:57
3022,63325,33827,2020,12,2023-12-02 16:48:57
8608,41895,33850,2020,12,2023-12-02 16:48:57
15740,52003,33872,2020,12,2023-12-02 16:48:57
529,-666666666,33877,2020,12,2023-12-02 16:48:57
3264,75439,33036,2020,12,2023-12-02 16:48:57
432,94318,33122,2020,12,2023-12-02 16:48:57
8729,21332,33128,2020,12,2023-12-02 16:48:57
15250,101321,33301,2020,12,2023-12-02 16:48:57
17630,60665,33304,2020,12,2023-12-02 16:48:57
14307,76793,33019,2020,12,2023-12-02 16:48:57
6512,91352,33042,2020,12,2023-12-02 16:48:57
16280,106606,33498,2020,12,2023-12-02 16:48:57
3510,53839,33956,2020,12,2023-12-02 16:48:57
15656,64604,33972,2020,12,2023-12-02 16:48:57
15161,61858,33983,2020,12,2023-12-02 16:48:57
12458,53410,33403,2020,12,2023-12-02 16:48:57
8123,21986,33476,2020,12,2023-12-02 16:48:57
12875,89717,33477,2020,12,2023-12-02 16:48:57
14745,121275,33478,2020,12,2023-12-02 16:48:57
15593,57834,33527,2020,12,2023-12-02 16:48:57
1060,53977,33585,2020,12,2023-12-02 16:48:57
9075,49242,33597,2020,12,2023-12-02 16:48:57
20037,86531,33912,2020,12,2023-12-02 16:48:57
6709,78654,33920,2020,12,2023-12-02 16:48:57
7378,92875,33957,2020,12,2023-12-02 16:48:57
11553,46756,33982,2020,12,2023-12-02 16:48:57
10631,141328,33480,2020,12,2023-12-02 16:48:57
4512,62000,33576,2020,12,2023-12-02 16:48:57
13026,69974,34604,2020,12,2023-12-02 16:48:57
8411,88574,34637,2020,12,2023-12-02 16:48:57
18972,85174,33609,2020,12,2023-12-02 16:48:57
15012,91875,33412,2020,12,2023-12-02 16:48:57
13233,100500,33483,2020,12,2023-12-02 16:48:57
6681,39432,33493,2020,12,2023-12-02 16:48:57
2954,41654,33514,2020,12,2023-12-02 16:48:57
18834,51028,33523,2020,12,2023-12-02 16:48:57
11706,45064,33592,2020,12,2023-12-02 16:48:57
17945,23632,33605,2020,12,2023-12-02 16:48:57
15265,32708,33815,2020,12,2023-12-02 16:48:57
3565,57204,33839,2020,12,2023-12-02 16:48:57
908,59293,33848,2020,12,2023-12-02 16:48:57
1245,50000,33851,2020,12,2023-12-02 16:48:57
1130,57813,33865,2020,12,2023-12-02 16:48:57
631,-666666666,33930,2020,12,2023-12-02 16:48:57
10645,66239,33955,2020,12,2023-12-02 16:48:57
10541,68164,33037,2020,12,2023-12-02 16:48:57
7740,69954,34949,2020,12,2023-12-02 16:48:57
16185,90011,34105,2020,12,2023-12-02 16:48:57
17963,84288,34145,2020,12,2023-12-02 16:48:57
21715,77963,34771,2020,12,2023-12-02 16:48:57
17072,69143,34984,2020,12,2023-12-02 16:48:57
15208,100052,34134,2020,12,2023-12-02 16:48:57
19169,51502,34237,2020,12,2023-12-02 16:48:57
12848,102632,34103,2020,12,2023-12-02 16:48:57
3729,96824,34201,2020,12,2023-12-02 16:48:57
3650,30808,34449,2020,12,2023-12-02 16:48:57
1076,49444,32622,2020,12,2023-12-02 16:48:57
12783,44328,32696,2020,12,2023-12-02 16:48:57
2378,49327,32702,2020,12,2023-12-02 16:48:57
6656,41662,32730,2020,12,2023-12-02 16:48:57
11229,69083,32736,2020,12,2023-12-02 16:48:57
3230,48722,32759,2020,12,2023-12-02 16:48:57
14693,81488,32903,2020,12,2023-12-02 16:48:57
6475,70420,32234,2020,12,2023-12-02 16:48:57
13572,31425,32254,2020,12,2023-12-02 16:48:57
10387,52948,32920,2020,12,2023-12-02 16:48:57
12150,68544,32951,2020,12,2023-12-02 16:48:57
3153,51397,32343,2020,12,2023-12-02 16:48:57
12143,94046,34240,2020,12,2023-12-02 16:48:57
805,80536,34760,2020,12,2023-12-02 16:48:57
17039,33839,34950,2020,12,2023-12-02 16:48:57
17782,52527,34994,2020,12,2023-12-02 16:48:57
17177,98681,34108,2020,12,2023-12-02 16:48:57
13933,67289,32222,2020,12,2023-12-02 16:48:57
13291,24202,34475,2020,12,2023-12-02 16:48:57
13887,42880,34479,2020,12,2023-12-02 16:48:57
3641,86607,34756,2020,12,2023-12-02 16:48:57
435,73021,34762,2020,12,2023-12-02 16:48:57
1136,81287,34138,2020,12,2023-12-02 16:48:57
247,49750,34139,2020,12,2023-12-02 16:48:57
5178,62159,34217,2020,12,2023-12-02 16:48:57
7299,108015,34228,2020,12,2023-12-02 16:48:57
8189,44164,34436,2020,12,2023-12-02 16:48:57
11472,34964,34488,2020,12,2023-12-02 16:48:57
570,37734,34498,2020,12,2023-12-02 16:48:57
15679,54078,34610,2020,12,2023-12-02 16:48:57
17549,77020,34685,2020,12,2023-12-02 16:48:57
16508,54005,34731,2020,12,2023-12-02 16:48:57
1455,88989,34797,2020,12,2023-12-02 16:48:57
5626,54692,34981,2020,12,2023-12-02 16:48:57
7586,73119,34251,2020,12,2023-12-02 16:48:57
20475,67063,34275,2020,12,2023-12-02 16:48:57
10236,38624,34453,2020,12,2023-12-02 16:48:57
12466,57047,34222,2020,12,2023-12-02 16:48:57
16369,43863,34224,2020,12,2023-12-02 16:48:57
7934,88542,34229,2020,12,2023-12-02 16:48:57
20095,78912,34238,2020,12,2023-12-02 16:48:57
9334,43417,34428,2020,12,2023-12-02 16:48:57
15479,46275,34442,2020,12,2023-12-02 16:48:57
21424,57524,34473,2020,12,2023-12-02 16:48:57
11367,36809,34690,2020,12,2023-12-02 16:48:57
6292,36383,34946,2020,12,2023-12-02 16:48:57
17760,46955,34613,2020,12,2023-12-02 16:48:57
7710,63596,34614,2020,12,2023-12-02 16:48:57
13399,31398,34947,2020,12,2023-12-02 16:48:57
9109,40992,32976,2020,12,2023-12-02 16:48:57
2118,32125,32694,2020,12,2023-12-02 16:48:57
11398,53338,32754,2020,12,2023-12-02 16:48:57
12945,66350,32801,2020,12,2023-12-02 16:48:57
17065,29897,33136,2020,12,2023-12-02 16:48:57
6233,159219,33158,2020,12,2023-12-02 16:48:57
9650,39663,33841,2020,12,2023-12-02 16:48:57
3286,71159,33306,2020,12,2023-12-02 16:48:57
15355,131222,33330,2020,12,2023-12-02 16:48:57
728,39375,33849,2020,12,2023-12-02 16:48:57
18322,50391,33948,2020,12,2023-12-02 16:48:57
15076,48400,33765,2020,12,2023-12-02 16:48:57
7493,87340,33767,2020,12,2023-12-02 16:48:57
13043,78596,33776,2020,12,2023-12-02 16:48:57
11674,41031,33853,2020,12,2023-12-02 16:48:57
17922,55410,33565,2020,12,2023-12-02 16:48:57
12349,73403,33567,2020,12,2023-12-02 16:48:57
16632,46786,33701,2020,12,2023-12-02 16:48:57
17202,84295,33704,2020,12,2023-12-02 16:48:57
5541,38828,32189,2020,12,2023-12-02 16:48:57
6965,35947,32202,2020,12,2023-12-02 16:48:57
11805,49583,32333,2020,12,2023-12-02 16:48:57
11058,29057,32340,2020,12,2023-12-02 16:48:57
