Population,MedianIncome,RegionName,year,state_fip,_last_synced_
17120,75752,70037,2021,22,2023-12-02 16:48:14
2189,72925,70039,2021,22,2023-12-02 16:48:14
1131,-666666666,70040,2021,22,2023-12-02 16:48:14
2461,33750,70041,2021,22,2023-12-02 16:48:14
21981,49047,70043,2021,22,2023-12-02 16:48:14
13288,91236,70047,2021,22,2023-12-02 16:48:14
3157,73333,70052,2021,22,2023-12-02 16:48:14
16842,41275,70053,2021,22,2023-12-02 16:48:14
41650,60108,70056,2021,22,2023-12-02 16:48:14
4868,57574,70057,2021,22,2023-12-02 16:48:14
40637,56023,70058,2021,22,2023-12-02 16:48:14
17422,46039,70062,2021,22,2023-12-02 16:48:14
50517,62862,70065,2021,22,2023-12-02 16:48:14
3152,54352,70067,2021,22,2023-12-02 16:48:14
33803,65601,70068,2021,22,2023-12-02 16:48:14
14142,75403,70070,2021,22,2023-12-02 16:48:14
3200,44792,70071,2021,22,2023-12-02 16:48:14
56139,53226,70072,2021,22,2023-12-02 16:48:14
5106,63723,70075,2021,22,2023-12-02 16:48:14
2825,66360,70079,2021,22,2023-12-02 16:48:14
745,60750,70080,2021,22,2023-12-02 16:48:14
2346,41994,70083,2021,22,2023-12-02 16:48:14
6071,45701,70084,2021,22,2023-12-02 16:48:14
4739,42294,70085,2021,22,2023-12-02 16:48:14
1963,42800,70086,2021,22,2023-12-02 16:48:14
7581,55220,70087,2021,22,2023-12-02 16:48:14
7380,51448,70090,2021,22,2023-12-02 16:48:14
7675,63971,70092,2021,22,2023-12-02 16:48:14
32420,41909,70094,2021,22,2023-12-02 16:48:14
3869,32654,70112,2021,22,2023-12-02 16:48:14
8427,26189,70113,2021,22,2023-12-02 16:48:14
21911,31779,70114,2021,22,2023-12-02 16:48:14
34261,80672,70115,2021,22,2023-12-02 16:48:14
10901,41077,70116,2021,22,2023-12-02 16:48:14
27009,33374,70117,2021,22,2023-12-02 16:48:14
35699,54046,70118,2021,22,2023-12-02 16:48:14
36969,42922,70119,2021,22,2023-12-02 16:48:14
11648,52298,70121,2021,22,2023-12-02 16:48:14
35886,41309,70122,2021,22,2023-12-02 16:48:14
28078,73668,70123,2021,22,2023-12-02 16:48:14
19578,104563,70124,2021,22,2023-12-02 16:48:14
19264,52307,70125,2021,22,2023-12-02 16:48:14
31168,31235,70126,2021,22,2023-12-02 16:48:14
25177,28283,70127,2021,22,2023-12-02 16:48:14
22307,39400,70128,2021,22,2023-12-02 16:48:14
10696,39354,70129,2021,22,2023-12-02 16:48:14
13478,65778,70130,2021,22,2023-12-02 16:48:14
27160,56464,70131,2021,22,2023-12-02 16:48:14
46063,57969,70301,2021,22,2023-12-02 16:48:14
4630,39043,70339,2021,22,2023-12-02 16:48:14
4871,47964,70342,2021,22,2023-12-02 16:48:14
4772,68345,70343,2021,22,2023-12-02 16:48:14
5795,55484,70344,2021,22,2023-12-02 16:48:14
9250,66910,70345,2021,22,2023-12-02 16:48:14
10081,28565,70346,2021,22,2023-12-02 16:48:14
4004,48216,70354,2021,22,2023-12-02 16:48:14
1219,63393,70355,2021,22,2023-12-02 16:48:14
2789,47742,70357,2021,22,2023-12-02 16:48:14
858,-666666666,70358,2021,22,2023-12-02 16:48:14
9698,47986,70359,2021,22,2023-12-02 16:48:14
29224,75650,70360,2021,22,2023-12-02 16:48:14
25971,39421,70363,2021,22,2023-12-02 16:48:14
29176,67261,70364,2021,22,2023-12-02 16:48:14
2047,38864,70372,2021,22,2023-12-02 16:48:14
6455,63105,70373,2021,22,2023-12-02 16:48:14
6628,58315,70374,2021,22,2023-12-02 16:48:14
3843,48606,70377,2021,22,2023-12-02 16:48:14
21040,41075,70380,2021,22,2023-12-02 16:48:14
7443,50827,70390,2021,22,2023-12-02 16:48:14
8595,51204,70392,2021,22,2023-12-02 16:48:14
14812,46807,70394,2021,22,2023-12-02 16:48:14
4019,83023,70395,2021,22,2023-12-02 16:48:14
867,82212,70397,2021,22,2023-12-02 16:48:14
19984,42950,70401,2021,22,2023-12-02 16:48:14
30510,49675,70403,2021,22,2023-12-02 16:48:14
8378,69183,70420,2021,22,2023-12-02 16:48:14
11730,43171,70422,2021,22,2023-12-02 16:48:14
6407,37917,70426,2021,22,2023-12-02 16:48:14
18081,37611,70427,2021,22,2023-12-02 16:48:14
5070,45273,70431,2021,22,2023-12-02 16:48:14
39957,71772,70433,2021,22,2023-12-02 16:48:14
19702,79625,70435,2021,22,2023-12-02 16:48:14
7794,64036,70437,2021,22,2023-12-02 16:48:14
19718,42393,70438,2021,22,2023-12-02 16:48:14
385,98087,70442,2021,22,2023-12-02 16:48:14
8223,40665,70443,2021,22,2023-12-02 16:48:14
10456,34971,70444,2021,22,2023-12-02 16:48:14
10151,62607,70445,2021,22,2023-12-02 16:48:14
7434,58933,70446,2021,22,2023-12-02 16:48:14
17141,117363,70447,2021,22,2023-12-02 16:48:14
26485,82560,70448,2021,22,2023-12-02 16:48:14
2738,66051,70449,2021,22,2023-12-02 16:48:14
2648,50125,70450,2021,22,2023-12-02 16:48:14
12948,59622,70452,2021,22,2023-12-02 16:48:14
30869,58581,70454,2021,22,2023-12-02 16:48:14
1930,-666666666,70455,2021,22,2023-12-02 16:48:14
3011,53145,70456,2021,22,2023-12-02 16:48:14
38748,63478,70458,2021,22,2023-12-02 16:48:14
21709,54211,70460,2021,22,2023-12-02 16:48:14
32042,73554,70461,2021,22,2023-12-02 16:48:14
4724,45166,70462,2021,22,2023-12-02 16:48:14
10757,57015,70466,2021,22,2023-12-02 16:48:14
21949,85746,70471,2021,22,2023-12-02 16:48:14
27944,28067,70501,2021,22,2023-12-02 16:48:14
29710,83063,70503,2021,22,2023-12-02 16:48:14
40304,49945,70506,2021,22,2023-12-02 16:48:14
18398,63125,70507,2021,22,2023-12-02 16:48:14
39895,80262,70508,2021,22,2023-12-02 16:48:14
24609,50628,70510,2021,22,2023-12-02 16:48:14
10100,46237,70512,2021,22,2023-12-02 16:48:14
3931,32115,70515,2021,22,2023-12-02 16:48:14
26813,47882,70517,2021,22,2023-12-02 16:48:14
15620,80015,70518,2021,22,2023-12-02 16:48:14
20352,57024,70520,2021,22,2023-12-02 16:48:14
14870,47674,70525,2021,22,2023-12-02 16:48:14
17275,34404,70526,2021,22,2023-12-02 16:48:14
2540,55909,70528,2021,22,2023-12-02 16:48:14
13437,59167,70529,2021,22,2023-12-02 16:48:14
2696,42852,70532,2021,22,2023-12-02 16:48:14
7170,53533,70533,2021,22,2023-12-02 16:48:14
16827,40805,70535,2021,22,2023-12-02 16:48:14
13462,40304,70538,2021,22,2023-12-02 16:48:14
3288,70278,70542,2021,22,2023-12-02 16:48:14
3933,65357,70543,2021,22,2023-12-02 16:48:14
10394,49143,70544,2021,22,2023-12-02 16:48:14
16428,43535,70546,2021,22,2023-12-02 16:48:14
9309,54246,70548,2021,22,2023-12-02 16:48:14
3399,32451,70549,2021,22,2023-12-02 16:48:14
5382,23837,70554,2021,22,2023-12-02 16:48:14
8181,63668,70555,2021,22,2023-12-02 16:48:14
38102,44371,70560,2021,22,2023-12-02 16:48:14
20009,66471,70563,2021,22,2023-12-02 16:48:14
38236,42391,70570,2021,22,2023-12-02 16:48:14
4138,46558,70577,2021,22,2023-12-02 16:48:14
17071,53750,70578,2021,22,2023-12-02 16:48:14
901,-666666666,70581,2021,22,2023-12-02 16:48:14
19855,46153,70582,2021,22,2023-12-02 16:48:14
9674,52554,70583,2021,22,2023-12-02 16:48:14
7507,44625,70584,2021,22,2023-12-02 16:48:14
19428,32553,70586,2021,22,2023-12-02 16:48:14
3143,39804,70589,2021,22,2023-12-02 16:48:14
5400,61923,70591,2021,22,2023-12-02 16:48:14
27357,87508,70592,2021,22,2023-12-02 16:48:14
34365,44108,70601,2021,22,2023-12-02 16:48:14
40835,81404,70605,2021,22,2023-12-02 16:48:14
29294,45275,70607,2021,22,2023-12-02 16:48:14
20448,92860,70611,2021,22,2023-12-02 16:48:14
13805,40500,70615,2021,22,2023-12-02 16:48:14
1965,64096,70630,2021,22,2023-12-02 16:48:14
302,-666666666,70631,2021,22,2023-12-02 16:48:14
291,-666666666,70632,2021,22,2023-12-02 16:48:14
8046,63056,70633,2021,22,2023-12-02 16:48:14
25999,58380,70634,2021,22,2023-12-02 16:48:14
225,28826,70643,2021,22,2023-12-02 16:48:14
970,77986,70645,2021,22,2023-12-02 16:48:14
11439,60342,70647,2021,22,2023-12-02 16:48:14
7702,43958,70648,2021,22,2023-12-02 16:48:14
1526,51641,70652,2021,22,2023-12-02 16:48:14
3634,56190,70653,2021,22,2023-12-02 16:48:14
2645,49280,70655,2021,22,2023-12-02 16:48:14
3160,45625,70656,2021,22,2023-12-02 16:48:14
5042,65159,70657,2021,22,2023-12-02 16:48:14
749,80313,70658,2021,22,2023-12-02 16:48:14
1532,32130,70661,2021,22,2023-12-02 16:48:14
30810,54733,70663,2021,22,2023-12-02 16:48:14
12475,79068,70665,2021,22,2023-12-02 16:48:14
6556,43986,70668,2021,22,2023-12-02 16:48:14
9457,62029,70669,2021,22,2023-12-02 16:48:14
22999,84790,70706,2021,22,2023-12-02 16:48:14
6503,81681,70710,2021,22,2023-12-02 16:48:14
5297,82921,70711,2021,22,2023-12-02 16:48:14
18591,60061,70714,2021,22,2023-12-02 16:48:14
3564,70479,70719,2021,22,2023-12-02 16:48:14
4819,67188,70722,2021,22,2023-12-02 16:48:14
1083,54063,70723,2021,22,2023-12-02 16:48:14
1506,65131,70725,2021,22,2023-12-02 16:48:14
58949,71910,70726,2021,22,2023-12-02 16:48:14
3409,57028,70730,2021,22,2023-12-02 16:48:14
1137,56023,70733,2021,22,2023-12-02 16:48:14
9795,112320,70734,2021,22,2023-12-02 16:48:14
45161,74160,70737,2021,22,2023-12-02 16:48:14
13445,99385,70739,2021,22,2023-12-02 16:48:14
6146,79451,70744,2021,22,2023-12-02 16:48:14
7483,54405,70748,2021,22,2023-12-02 16:48:14
1233,32392,70749,2021,22,2023-12-02 16:48:14
1313,28571,70750,2021,22,2023-12-02 16:48:14
12564,71667,70754,2021,22,2023-12-02 16:48:14
6574,39931,70760,2021,22,2023-12-02 16:48:14
773,65741,70762,2021,22,2023-12-02 16:48:14
4487,91250,70763,2021,22,2023-12-02 16:48:14
15525,54854,70764,2021,22,2023-12-02 16:48:14
16209,67441,70767,2021,22,2023-12-02 16:48:14
46900,104343,70769,2021,22,2023-12-02 16:48:14
3588,87813,70770,2021,22,2023-12-02 16:48:14
10442,73063,70774,2021,22,2023-12-02 16:48:14
10754,65674,70775,2021,22,2023-12-02 16:48:14
6112,58294,70776,2021,22,2023-12-02 16:48:14
4365,65222,70777,2021,22,2023-12-02 16:48:14
3242,96585,70778,2021,22,2023-12-02 16:48:14
2314,104500,70783,2021,22,2023-12-02 16:48:14
22571,73750,70785,2021,22,2023-12-02 16:48:14
4108,49464,70788,2021,22,2023-12-02 16:48:14
30494,73621,70791,2021,22,2023-12-02 16:48:14
25739,29647,70802,2021,22,2023-12-02 16:48:14
25622,25661,70805,2021,22,2023-12-02 16:48:14
30545,47591,70806,2021,22,2023-12-02 16:48:14
15771,29391,70807,2021,22,2023-12-02 16:48:14
35309,68341,70808,2021,22,2023-12-02 16:48:14
26232,73782,70809,2021,22,2023-12-02 16:48:14
43092,90770,70810,2021,22,2023-12-02 16:48:14
14840,38798,70811,2021,22,2023-12-02 16:48:14
12325,40324,70812,2021,22,2023-12-02 16:48:14
11582,47116,70814,2021,22,2023-12-02 16:48:14
30154,53150,70815,2021,22,2023-12-02 16:48:14
43068,61215,70816,2021,22,2023-12-02 16:48:14
35023,97015,70817,2021,22,2023-12-02 16:48:14
10024,75833,70818,2021,22,2023-12-02 16:48:14
3911,59345,70819,2021,22,2023-12-02 16:48:14
19957,32604,70820,2021,22,2023-12-02 16:48:14
4155,34666,71001,2021,22,2023-12-02 16:48:14
1022,40078,71003,2021,22,2023-12-02 16:48:14
539,39844,71004,2021,22,2023-12-02 16:48:14
15467,85323,71006,2021,22,2023-12-02 16:48:14
1304,44726,71007,2021,22,2023-12-02 16:48:14
524,-666666666,71008,2021,22,2023-12-02 16:48:14
1635,33387,71016,2021,22,2023-12-02 16:48:14
7838,39564,71019,2021,22,2023-12-02 16:48:14
3041,29319,71023,2021,22,2023-12-02 16:48:14
1414,27969,71028,2021,22,2023-12-02 16:48:14
792,30078,71031,2021,22,2023-12-02 16:48:14
3487,55656,71033,2021,22,2023-12-02 16:48:14
21816,55297,71037,2021,22,2023-12-02 16:48:14
4018,28315,71038,2021,22,2023-12-02 16:48:14
1789,37340,71039,2021,22,2023-12-02 16:48:14
7656,27742,71040,2021,22,2023-12-02 16:48:14
444,46250,71043,2021,22,2023-12-02 16:48:14
649,47344,71044,2021,22,2023-12-02 16:48:14
11239,50133,71047,2021,22,2023-12-02 16:48:14
3636,50231,71049,2021,22,2023-12-02 16:48:14
2182,75367,71051,2021,22,2023-12-02 16:48:14
9011,29567,71052,2021,22,2023-12-02 16:48:14
18467,28730,71055,2021,22,2023-12-02 16:48:14
2546,40977,71060,2021,22,2023-12-02 16:48:14
1673,40833,71061,2021,22,2023-12-02 16:48:14
3361,39471,71064,2021,22,2023-12-02 16:48:14
3485,28397,71067,2021,22,2023-12-02 16:48:14
3684,26748,71068,2021,22,2023-12-02 16:48:14
513,-666666666,71069,2021,22,2023-12-02 16:48:14
1173,50700,71070,2021,22,2023-12-02 16:48:14
5884,30056,71075,2021,22,2023-12-02 16:48:14
7295,85963,71078,2021,22,2023-12-02 16:48:14
3941,25913,71082,2021,22,2023-12-02 16:48:14
6920,17702,71101,2021,22,2023-12-02 16:48:14
6093,24990,71103,2021,22,2023-12-02 16:48:14
13239,47094,71104,2021,22,2023-12-02 16:48:14
20701,58664,71105,2021,22,2023-12-02 16:48:14
33849,59469,71106,2021,22,2023-12-02 16:48:14
34777,41948,71107,2021,22,2023-12-02 16:48:14
19944,30726,71108,2021,22,2023-12-02 16:48:14
18530,28696,71109,2021,22,2023-12-02 16:48:14
3719,59038,71110,2021,22,2023-12-02 16:48:14
42217,58714,71111,2021,22,2023-12-02 16:48:14
33240,52516,71112,2021,22,2023-12-02 16:48:14
14066,58540,71115,2021,22,2023-12-02 16:48:14
23876,50590,71118,2021,22,2023-12-02 16:48:14
10679,43548,71119,2021,22,2023-12-02 16:48:14
13419,47306,71129,2021,22,2023-12-02 16:48:14
21490,51550,71201,2021,22,2023-12-02 16:48:14
27503,24866,71202,2021,22,2023-12-02 16:48:14
39830,40388,71203,2021,22,2023-12-02 16:48:14
21160,32479,71220,2021,22,2023-12-02 16:48:14
2638,30392,71222,2021,22,2023-12-02 16:48:14
420,26806,71223,2021,22,2023-12-02 16:48:14
6948,72951,71225,2021,22,2023-12-02 16:48:14
4237,51175,71227,2021,22,2023-12-02 16:48:14
1303,47283,71229,2021,22,2023-12-02 16:48:14
5706,44773,71232,2021,22,2023-12-02 16:48:14
4674,73611,71234,2021,22,2023-12-02 16:48:14
3807,39734,71235,2021,22,2023-12-02 16:48:14
1271,39405,71237,2021,22,2023-12-02 16:48:14
2512,56827,71238,2021,22,2023-12-02 16:48:14
8751,50187,71241,2021,22,2023-12-02 16:48:14
4520,28795,71245,2021,22,2023-12-02 16:48:14
7909,36540,71251,2021,22,2023-12-02 16:48:14
7113,22356,71254,2021,22,2023-12-02 16:48:14
1024,39205,71256,2021,22,2023-12-02 16:48:14
2802,26823,71260,2021,22,2023-12-02 16:48:14
1397,19808,71261,2021,22,2023-12-02 16:48:14
6702,39063,71263,2021,22,2023-12-02 16:48:14
1300,55217,71264,2021,22,2023-12-02 16:48:14
1686,56033,71266,2021,22,2023-12-02 16:48:14
2682,61278,71268,2021,22,2023-12-02 16:48:14
12724,39526,71269,2021,22,2023-12-02 16:48:14
32707,39554,71270,2021,22,2023-12-02 16:48:14
2841,31176,71275,2021,22,2023-12-02 16:48:14
1836,31146,71277,2021,22,2023-12-02 16:48:14
5053,68594,71280,2021,22,2023-12-02 16:48:14
9728,37279,71282,2021,22,2023-12-02 16:48:14
297,56620,71286,2021,22,2023-12-02 16:48:14
35592,60575,71291,2021,22,2023-12-02 16:48:14
21157,44199,71292,2021,22,2023-12-02 16:48:14
14354,37764,71295,2021,22,2023-12-02 16:48:14
20226,36989,71301,2021,22,2023-12-02 16:48:14
13726,33194,71302,2021,22,2023-12-02 16:48:14
22581,58750,71303,2021,22,2023-12-02 16:48:14
5140,23712,71322,2021,22,2023-12-02 16:48:14
1883,28672,71325,2021,22,2023-12-02 16:48:14
732,44323,71326,2021,22,2023-12-02 16:48:14
6100,39167,71327,2021,22,2023-12-02 16:48:14
7244,67236,71328,2021,22,2023-12-02 16:48:14
10223,30324,71334,2021,22,2023-12-02 16:48:14
3446,44676,71341,2021,22,2023-12-02 16:48:14
7018,53837,71342,2021,22,2023-12-02 16:48:14
6321,45772,71343,2021,22,2023-12-02 16:48:14
1980,41714,71346,2021,22,2023-12-02 16:48:14
3896,34967,71350,2021,22,2023-12-02 16:48:14
11739,40217,71351,2021,22,2023-12-02 16:48:14
1490,35893,71353,2021,22,2023-12-02 16:48:14
656,-666666666,71356,2021,22,2023-12-02 16:48:14
1735,28438,71357,2021,22,2023-12-02 16:48:14
1075,33438,71358,2021,22,2023-12-02 16:48:14
36582,53563,71360,2021,22,2023-12-02 16:48:14
1996,52609,71362,2021,22,2023-12-02 16:48:14
1429,36638,71366,2021,22,2023-12-02 16:48:14
2527,66786,71371,2021,22,2023-12-02 16:48:14
5702,38639,71373,2021,22,2023-12-02 16:48:14
1105,28611,71375,2021,22,2023-12-02 16:48:14
4052,67396,71403,2021,22,2023-12-02 16:48:14
579,64712,71404,2021,22,2023-12-02 16:48:14
5954,65818,71405,2021,22,2023-12-02 16:48:14
5222,46250,71409,2021,22,2023-12-02 16:48:14
3166,29038,71411,2021,22,2023-12-02 16:48:14
5283,39948,71417,2021,22,2023-12-02 16:48:14
5300,35799,71418,2021,22,2023-12-02 16:48:14
1863,54844,71419,2021,22,2023-12-02 16:48:14
1675,43276,71422,2021,22,2023-12-02 16:48:14
4250,60252,71423,2021,22,2023-12-02 16:48:14
1354,75313,71424,2021,22,2023-12-02 16:48:14
3042,44356,71429,2021,22,2023-12-02 16:48:14
3121,42385,71430,2021,22,2023-12-02 16:48:14
3585,39599,71433,2021,22,2023-12-02 16:48:14
3776,44148,71435,2021,22,2023-12-02 16:48:14
1225,58319,71438,2021,22,2023-12-02 16:48:14
2110,47275,71439,2021,22,2023-12-02 16:48:14
795,-666666666,71441,2021,22,2023-12-02 16:48:14
21469,53012,71446,2021,22,2023-12-02 16:48:14
1293,31356,71447,2021,22,2023-12-02 16:48:14
8444,33432,71449,2021,22,2023-12-02 16:48:14
2200,44725,71454,2021,22,2023-12-02 16:48:14
26128,36258,71457,2021,22,2023-12-02 16:48:14
2377,51169,71461,2021,22,2023-12-02 16:48:14
9285,44628,71463,2021,22,2023-12-02 16:48:14
3483,39554,71465,2021,22,2023-12-02 16:48:14
703,41092,71466,2021,22,2023-12-02 16:48:14
8581,59907,71467,2021,22,2023-12-02 16:48:14
352,115380,71472,2021,22,2023-12-02 16:48:14
407,29929,71473,2021,22,2023-12-02 16:48:14
727,55331,71479,2021,22,2023-12-02 16:48:14
9860,44432,71483,2021,22,2023-12-02 16:48:14
2958,89167,71485,2021,22,2023-12-02 16:48:14
5352,41509,71486,2021,22,2023-12-02 16:48:14
26740,105899,20601,2021,24,2023-12-02 16:48:15
28277,93814,20602,2021,24,2023-12-02 16:48:15
31897,126721,20603,2021,24,2023-12-02 16:48:15
101,101875,20606,2021,24,2023-12-02 16:48:15
11122,141992,20607,2021,24,2023-12-02 16:48:15
734,75313,20608,2021,24,2023-12-02 16:48:15
1611,124000,20609,2021,24,2023-12-02 16:48:15
1111,117697,20611,2021,24,2023-12-02 16:48:15
132,-666666666,20612,2021,24,2023-12-02 16:48:15
14595,136111,20613,2021,24,2023-12-02 16:48:15
583,136528,20615,2021,24,2023-12-02 16:48:15
6934,101192,20616,2021,24,2023-12-02 16:48:15
521,113478,20617,2021,24,2023-12-02 16:48:15
941,52175,20618,2021,24,2023-12-02 16:48:15
13244,100986,20619,2021,24,2023-12-02 16:48:15
1488,137143,20620,2021,24,2023-12-02 16:48:15
786,-666666666,20621,2021,24,2023-12-02 16:48:15
6005,101544,20622,2021,24,2023-12-02 16:48:15
2534,126591,20623,2021,24,2023-12-02 16:48:15
859,149333,20624,2021,24,2023-12-02 16:48:15
1065,115491,20625,2021,24,2023-12-02 16:48:15
224,55694,20626,2021,24,2023-12-02 16:48:15
586,101025,20628,2021,24,2023-12-02 16:48:15
864,76618,20629,2021,24,2023-12-02 16:48:15
305,177760,20630,2021,24,2023-12-02 16:48:15
656,-666666666,20632,2021,24,2023-12-02 16:48:15
8198,116123,20634,2021,24,2023-12-02 16:48:15
10421,129948,20636,2021,24,2023-12-02 16:48:15
6223,130547,20637,2021,24,2023-12-02 16:48:15
14853,136875,20639,2021,24,2023-12-02 16:48:15
10853,80375,20640,2021,24,2023-12-02 16:48:15
711,131719,20645,2021,24,2023-12-02 16:48:15
20608,119306,20646,2021,24,2023-12-02 16:48:15
14852,127288,20650,2021,24,2023-12-02 16:48:15
26480,81838,20653,2021,24,2023-12-02 16:48:15
20420,108640,20657,2021,24,2023-12-02 16:48:15
929,75500,20658,2021,24,2023-12-02 16:48:15
23990,108183,20659,2021,24,2023-12-02 16:48:15
2437,59356,20662,2021,24,2023-12-02 16:48:15
3327,88167,20664,2021,24,2023-12-02 16:48:15
347,36048,20667,2021,24,2023-12-02 16:48:15
1102,-666666666,20674,2021,24,2023-12-02 16:48:15
1772,101941,20675,2021,24,2023-12-02 16:48:15
3036,134669,20676,2021,24,2023-12-02 16:48:15
2165,128750,20677,2021,24,2023-12-02 16:48:15
12415,109474,20678,2021,24,2023-12-02 16:48:15
671,98750,20680,2021,24,2023-12-02 16:48:15
775,102361,20684,2021,24,2023-12-02 16:48:15
6874,114323,20685,2021,24,2023-12-02 16:48:15
417,130463,20687,2021,24,2023-12-02 16:48:15
1390,115680,20688,2021,24,2023-12-02 16:48:15
2331,165066,20689,2021,24,2023-12-02 16:48:15
886,136339,20690,2021,24,2023-12-02 16:48:15
612,161316,20692,2021,24,2023-12-02 16:48:15
1300,142045,20693,2021,24,2023-12-02 16:48:15
11822,118085,20695,2021,24,2023-12-02 16:48:15
27914,95802,20705,2021,24,2023-12-02 16:48:15
44305,91668,20706,2021,24,2023-12-02 16:48:15
36020,91315,20707,2021,24,2023-12-02 16:48:15
27262,73025,20708,2021,24,2023-12-02 16:48:15
9699,54435,20710,2021,24,2023-12-02 16:48:15
7299,89286,20711,2021,24,2023-12-02 16:48:15
9784,59624,20712,2021,24,2023-12-02 16:48:15
4678,79655,20714,2021,24,2023-12-02 16:48:15
26880,130847,20715,2021,24,2023-12-02 16:48:15
22390,109177,20716,2021,24,2023-12-02 16:48:15
26042,147635,20720,2021,24,2023-12-02 16:48:15
30771,148158,20721,2021,24,2023-12-02 16:48:15
6116,77146,20722,2021,24,2023-12-02 16:48:15
35342,123467,20723,2021,24,2023-12-02 16:48:15
18059,96036,20724,2021,24,2023-12-02 16:48:15
10447,120358,20732,2021,24,2023-12-02 16:48:15
2938,115156,20733,2021,24,2023-12-02 16:48:15
39181,113809,20735,2021,24,2023-12-02 16:48:15
9393,139321,20736,2021,24,2023-12-02 16:48:15
23562,78947,20737,2021,24,2023-12-02 16:48:15
37168,70515,20740,2021,24,2023-12-02 16:48:15
38742,68762,20743,2021,24,2023-12-02 16:48:15
56185,112260,20744,2021,24,2023-12-02 16:48:15
29736,73228,20745,2021,24,2023-12-02 16:48:15
27669,72562,20746,2021,24,2023-12-02 16:48:15
41445,67136,20747,2021,24,2023-12-02 16:48:15
40644,73194,20748,2021,24,2023-12-02 16:48:15
2055,116250,20751,2021,24,2023-12-02 16:48:15
7108,141480,20754,2021,24,2023-12-02 16:48:15
633,103750,20758,2021,24,2023-12-02 16:48:15
5935,225250,20759,2021,24,2023-12-02 16:48:15
2518,114702,20763,2021,24,2023-12-02 16:48:15
3371,97778,20764,2021,24,2023-12-02 16:48:15
548,161071,20765,2021,24,2023-12-02 16:48:15
6831,150077,20769,2021,24,2023-12-02 16:48:15
28820,74180,20770,2021,24,2023-12-02 16:48:15
53161,126503,20772,2021,24,2023-12-02 16:48:15
50483,111934,20774,2021,24,2023-12-02 16:48:15
2921,112837,20776,2021,24,2023-12-02 16:48:15
3312,196542,20777,2021,24,2023-12-02 16:48:15
2287,167292,20778,2021,24,2023-12-02 16:48:15
1041,105735,20779,2021,24,2023-12-02 16:48:15
12940,89846,20781,2021,24,2023-12-02 16:48:15
34492,71819,20782,2021,24,2023-12-02 16:48:15
49648,71391,20783,2021,24,2023-12-02 16:48:15
32355,76830,20784,2021,24,2023-12-02 16:48:15
41655,77829,20785,2021,24,2023-12-02 16:48:15
17062,95764,20794,2021,24,2023-12-02 16:48:15
291,131250,20812,2021,24,2023-12-02 16:48:15
29685,144655,20814,2021,24,2023-12-02 16:48:15
31235,175053,20815,2021,24,2023-12-02 16:48:15
17433,213828,20816,2021,24,2023-12-02 16:48:15
38286,217674,20817,2021,24,2023-12-02 16:48:15
1934,205391,20818,2021,24,2023-12-02 16:48:15
25852,155516,20832,2021,24,2023-12-02 16:48:15
8054,186888,20833,2021,24,2023-12-02 16:48:15
6604,179848,20837,2021,24,2023-12-02 16:48:15
362,141667,20838,2021,24,2023-12-02 16:48:15
161,138833,20839,2021,24,2023-12-02 16:48:15
9760,167353,20841,2021,24,2023-12-02 16:48:15
1824,140417,20842,2021,24,2023-12-02 16:48:15
51707,117093,20850,2021,24,2023-12-02 16:48:15
14840,97318,20851,2021,24,2023-12-02 16:48:15
48194,113482,20852,2021,24,2023-12-02 16:48:15
31670,133141,20853,2021,24,2023-12-02 16:48:15
49684,217477,20854,2021,24,2023-12-02 16:48:15
17123,139899,20855,2021,24,2023-12-02 16:48:15
2237,111949,20860,2021,24,2023-12-02 16:48:15
3195,165046,20861,2021,24,2023-12-02 16:48:15
444,165724,20862,2021,24,2023-12-02 16:48:15
16791,127937,20866,2021,24,2023-12-02 16:48:15
624,98289,20868,2021,24,2023-12-02 16:48:15
26366,150588,20871,2021,24,2023-12-02 16:48:15
12835,127604,20872,2021,24,2023-12-02 16:48:15
62270,103443,20874,2021,24,2023-12-02 16:48:15
25963,99643,20876,2021,24,2023-12-02 16:48:15
37094,77264,20877,2021,24,2023-12-02 16:48:15
65999,130469,20878,2021,24,2023-12-02 16:48:15
27244,96197,20879,2021,24,2023-12-02 16:48:15
700,122386,20880,2021,24,2023-12-02 16:48:15
14301,159898,20882,2021,24,2023-12-02 16:48:15
34436,85789,20886,2021,24,2023-12-02 16:48:15
19051,158204,20895,2021,24,2023-12-02 16:48:15
892,241875,20896,2021,24,2023-12-02 16:48:15
36493,116805,20901,2021,24,2023-12-02 16:48:15
53476,100435,20902,2021,24,2023-12-02 16:48:15
26728,74607,20903,2021,24,2023-12-02 16:48:15
55912,86513,20904,2021,24,2023-12-02 16:48:15
17984,133947,20905,2021,24,2023-12-02 16:48:15
70985,84909,20906,2021,24,2023-12-02 16:48:15
44812,101124,20910,2021,24,2023-12-02 16:48:15
26120,67427,20912,2021,24,2023-12-02 16:48:15
25708,73071,21001,2021,24,2023-12-02 16:48:15
31964,101058,21009,2021,24,2023-12-02 16:48:15
23536,133481,21012,2021,24,2023-12-02 16:48:15
5297,148224,21013,2021,24,2023-12-02 16:48:15
36247,100556,21014,2021,24,2023-12-02 16:48:15
30781,129913,21015,2021,24,2023-12-02 16:48:15
5816,82794,21017,2021,24,2023-12-02 16:48:15
2562,108821,21028,2021,24,2023-12-02 16:48:15
13507,223448,21029,2021,24,2023-12-02 16:48:15
